Prcie,Unit,Date,Type,Area,Towards,Floor,Arichi,Elevator,Year,Pro,ProR,Decorate,Community,Address,PlotR,Address2,GreenR,Domain,Park,FinishYear
160,16666,6天前,2室2厅1卫,建面96㎡,南向,高层(共34层),"普通住宅 | 板楼	",有电梯,2016年,满五唯一,70年商品房,精装修,曲江华著中城,"曲江新区 - 雁展路 - 
雁曲四路499号",容积率：2.70,所在地址：雁曲四路499号,绿化率：41%,所在区域：曲江新区 - 雁展路,停车位：6260,竣工时间：2018年
185,20108,6天前,2室2厅1卫,建面92㎡,南向,低层(共32层),"普通住宅 | 板楼	",有电梯,2013年,满五唯一,70年商品房,精装修,中海观园A区,"雁塔 - 等驾坡 - 
曲江大道189号",容积率：3.30,所在地址：曲江大道189号,绿化率：38%,所在区域：雁塔 - 等驾坡,停车位：800,竣工时间：2018年
155,16847,6天前,2室2厅1卫,建面92㎡,南向,低层(共34层),"普通住宅 | 板楼	",有电梯,2014年,满五唯一,70年商品房,精装修,曲江华著中城,"曲江新区 - 雁展路 - 
雁曲四路499号",容积率：2.70,所在地址：雁曲四路499号,绿化率：41%,所在区域：曲江新区 - 雁展路,停车位：6260,竣工时间：2018年
66,15000,6天前,2室2厅2卫,建面44㎡,南向,中层(共30层),"普通住宅 | 板楼	",有电梯,2017年,满五唯一,70年商品房,精装修,金辉世界城B区,"曲江新区 - 芙蓉西路 - 
金泘沱一路409号",容积率：暂无信息,所在地址：金泘沱一路409号,绿化率：暂无信息,所在区域：曲江新区 - 芙蓉西路,停车位：暂无信息,竣工时间：暂无信息
159,17115,6天前,2室2厅1卫,建面92㎡,南向,低层(共29层),"普通住宅 | 板楼	",有电梯,2014年,满五唯一,70年商品房,精装修,大丰曲江真境,"曲江新区 - 新开门 - 
北池头二路,近新开门路",容积率：4.00,"所在地址：北池头二路,近新开门路",绿化率：35%,所在区域：曲江新区 - 新开门,停车位：1035,竣工时间：2018年
150,13256,6天前,3室2厅2卫,建面113㎡,南北向,高层(共26层),"普通住宅 | 板楼	",有电梯,2016年,满五唯一,70年商品房,精装修,三迪枫丹,"曲江新区 - 芙蓉西路 - 
阳春路359号",容积率：3.50,所在地址：阳春路359号,绿化率：38.5%,所在区域：曲江新区 - 芙蓉西路,停车位：暂无信息,竣工时间：2018年
90,16666,6天前,2室1厅1卫,建面54㎡,北向,中层(共35层),"普通住宅 | 板楼	",有电梯,2013年,满五唯一,70年商品房,豪华装修,曲江华著中城,"曲江新区 - 雁展路 - 
雁曲四路499号",容积率：2.70,所在地址：雁曲四路499号,绿化率：41%,所在区域：曲江新区 - 雁展路,停车位：6260,竣工时间：2018年
92,16428,6天前,1室1厅1卫,建面56㎡,南向,中层(共30层),"普通住宅 | 板楼	",有电梯,2015年,满五唯一,70年商品房,精装修,曲江华著中城,"曲江新区 - 雁展路 - 
雁曲四路499号",容积率：2.70,所在地址：雁曲四路499号,绿化率：41%,所在区域：曲江新区 - 雁展路,停车位：6260,竣工时间：2018年
260,20312,6天前,3室2厅2卫,建面128㎡,南向,中层(共34层),"普通住宅 | 板楼	",有电梯,2012年,满五唯一,70年商品房,精装修,曲江华著中城,"曲江新区 - 雁展路 - 
雁曲四路499号",容积率：2.70,所在地址：雁曲四路499号,绿化率：41%,所在区域：曲江新区 - 雁展路,停车位：6260,竣工时间：2018年
183,13555,7天前,3室2厅2卫,建面135㎡,西南向,高层(共33层),"普通住宅 | 板塔结合	",有电梯,2010年,满五唯一,70年商品房,简单装修,新东尚,"新城 - 韩森寨 - 
韩森路,近幸福中路",容积率：5.20,"所在地址：韩森路,近幸福中路",绿化率：40%,所在区域：新城 - 韩森寨,停车位：暂无信息,竣工时间：2018年
95,11445,7天前,2室1厅1卫,建面83㎡,东南向,高层(共28层),"普通住宅 | 板塔结合	",有电梯,2010年,满五唯一,70年商品房,精装修,天马小区,"新城 - 韩森寨 - 
幸福中路",容积率：暂无信息,所在地址：幸福中路,绿化率：34%,所在区域：新城 - 韩森寨,停车位：暂无信息,竣工时间：2018年
120,13333,6天前,3室2厅1卫,建面90㎡,南向,高层(共26层),"普通住宅 | 板楼	",有电梯,2017年,满五唯一,70年商品房,精装修,三迪枫丹,"曲江新区 - 芙蓉西路 - 
阳春路359号",容积率：3.50,所在地址：阳春路359号,绿化率：38.5%,所在区域：曲江新区 - 芙蓉西路,停车位：暂无信息,竣工时间：2018年
108,11020,6天前,3室2厅1卫,建面98㎡,东北向,低层(共32层),"普通住宅	",有电梯,2010年,满五年,70年商品房,精装修,宏途星城,"未央 - 龙首村 - 
朱宏路8号",容积率：7.40,所在地址：朱宏路8号,绿化率：40%,所在区域：未央 - 龙首村,停车位：5：1,竣工时间：2018年
70,11255,6天前,2室1厅1卫,建面62㎡,西北向,高层(共8层),"普通住宅 | 板楼	",无电梯,1998年,满五唯一,70年商品房,精装修,劳动村小区,暂无信息,容积率：暂无信息,所在地址：大庆路236号,绿化率：35%,所在区域：,停车位：暂无信息,竣工时间：2018年
156,17528,6天前,3室2厅1卫,建面89㎡,南向,高层(共33层),"普通住宅 | 板楼	",有电梯,2012年,不满两年,70年商品房,精装修,万科城二期,"长安 - 郭杜 - 
樱花二路",容积率：3.00,所在地址：樱花二路,绿化率：40%,所在区域：长安 - 郭杜,停车位：暂无信息,竣工时间：2018年
150,16759,6天前,3室2厅1卫,建面89㎡,南北向,高层(共25层),"普通住宅	",有电梯,2008年,满五唯一,70年商品房,简单装修,白桦林居,"未央 - 凤城九路 - 
凤城九路",容积率：暂无信息,所在地址：凤城九路,绿化率：37%,所在区域：未央 - 凤城九路,停车位：1000,竣工时间：2018年
109,8739,6天前,3室2厅2卫,建面124㎡,南向,高层(共6层),"普通住宅	",无电梯,2010年,满五年,70年商品房,精装修,大唐世家,暂无信息,容积率：2.30,所在地址：大兴西路30号,绿化率：32%,所在区域：,停车位：暂无信息,竣工时间：1970年
55,9166,6天前,2室1厅1卫,建面60㎡,南北向,高层(共6层),"普通住宅 | 板楼	",有电梯,2002年,满五唯一,70年商品房,豪华装修,南小巷家属院,暂无信息,容积率：暂无信息,所在地址：南小巷,绿化率：20%,所在区域：,停车位：暂无信息,竣工时间：2018年
100,14285,6天前,2室1厅1卫,建面70㎡,南北向,高层(共6层),"普通住宅 | 板楼	",有电梯,2004年,满五唯一,70年商品房,精装修,玉龙小区,"新城 - 尚勤路 - 
东四路35号",容积率：暂无信息,所在地址：东四路35号,绿化率：10%,所在区域：新城 - 尚勤路,停车位：暂无信息,竣工时间：2018年
93,10108,7天前,2室2厅1卫,建面92㎡,南向,低层(共24层),"普通住宅 | 板塔结合	",有电梯,2008年,满二唯一,70年商品房,精装修,龙苑大厦,"新城 - 长乐中路 - 
长乐中路,近公园北路",容积率：暂无信息,"所在地址：长乐中路,近公园北路",绿化率：33%,所在区域：新城 - 长乐中路,停车位：暂无信息,竣工时间：2018年
102,12750,7天前,2室1厅1卫,建面80㎡,东向,中层(共31层),"普通住宅 | 板塔结合	",有电梯,2012年,满二唯一,70年商品房,精装修,福邸铭门西区,"新城 - 韩森寨 - 
幸福中路69号",容积率：4.30,所在地址：幸福中路69号,绿化率：40%,所在区域：新城 - 韩森寨,停车位：800,竣工时间：2018年
180,14062,7天前,3室2厅2卫,建面128㎡,南北向,高层(共32层),"普通住宅	",有电梯,2010年,满两年,70年商品房,简单装修,火电新村,暂无信息,容积率：暂无信息,所在地址：长乐西路13号,绿化率：20%,所在区域：,停车位：暂无信息,竣工时间：2018年
120,12121,6天前,2室2厅1卫,建面99㎡,南向,中层(共30层),"普通住宅 | 板塔结合	",有电梯,2007年,满五年,70年商品房,精装修,东方星苑,"碑林 - 其他 - 
东关正街109号",容积率：6.00,所在地址：东关正街109号,绿化率：20%,所在区域：碑林 - 其他,停车位：500个,竣工时间：2018年
90,10227,6天前,2室2厅1卫,建面88㎡,南向,中层(共18层),"普通住宅 | 板楼	",有电梯,2000年,满五唯一,70年商品房,精装修,陕西省气象局家属院,"未央 - 龙首村 - 
北关正街36号",容积率：暂无信息,所在地址：北关正街36号,绿化率：暂无信息,所在区域：未央 - 龙首村,停车位：暂无信息,竣工时间：暂无信息
170,13631,6天前,4室2厅2卫,建面124㎡,南北向,中层(共27层),"普通住宅	",有电梯,2012年,满五年,70年商品房,精装修,天朗大兴郡蔚蓝青城,暂无信息,容积率：3.37,"所在地址：大兴东路,近梨园北路",绿化率：38%,所在区域：,停车位：暂无信息,竣工时间：2018年
90,10000,6天前,3室1厅1卫,建面90㎡,南北向,低层(共7层),"普通住宅 | 板楼	",有电梯,2001年,满五唯一,70年商品房,简单装修,儿童医院东院家属楼,暂无信息,容积率：暂无信息,所在地址：西举院巷35号,绿化率：31%,所在区域：,停车位：暂无信息,竣工时间：2018年
146,11406,6天前,2室2厅1卫,建面128㎡,南北向,高层(共11层),"普通住宅 | 板楼	",有电梯,2008年,满二唯一,70年商品房,精装修,紫薇城市花园,"雁塔 - 电子城 - 
电子正街18号",容积率：1.53,所在地址：电子正街18号,绿化率：44%,所在区域：雁塔 - 电子城,停车位：暂无信息,竣工时间：2018年
126,15239,6天前,2室2厅1卫,建面82㎡,东北向,高层(共33层),"普通住宅 | 板楼	",有电梯,2014年,满五唯一,70年商品房,精装修,华城泊郡,"雁塔 - 电视塔 - 
雁环中路,近长安南路",容积率：3.60,"所在地址：雁环中路,近长安南路",绿化率：48%,所在区域：雁塔 - 电视塔,停车位：户车比例为10.8。,竣工时间：2018年
105,15153,6天前,2室2厅1卫,建面69㎡,东北向,中层(共30层),"普通住宅 | 板楼	",有电梯,2012年,满五唯一,70年商品房,精装修,华城泊郡,"雁塔 - 电视塔 - 
雁环中路,近长安南路",容积率：3.60,"所在地址：雁环中路,近长安南路",绿化率：48%,所在区域：雁塔 - 电视塔,停车位：户车比例为10.8。,竣工时间：2018年
243,15462,6天前,4室2厅2卫,建面157㎡,南北向,高层(共30层),"普通住宅 | 板塔结合	",有电梯,2018年,满二唯一,70年商品房,毛坯,汇通太古城英皇之都,"未央 - 徐家湾 - 
凤城十二路63号",容积率：3.20,所在地址：凤城十二路63号,绿化率：40%,所在区域：未央 - 徐家湾,停车位：暂无信息,竣工时间：2018年
73,10428,7天前,2室1厅1卫,建面70㎡,西北向,中层(共18层),"普通住宅 | 板塔结合	",有电梯,2008年,满二唯一,70年商品房,简单装修,嘉惠公寓,"新城 - 韩森寨 - 
韩森路105号",容积率：6.50,所在地址：韩森路105号,绿化率：33%,所在区域：新城 - 韩森寨,停车位：暂无信息,竣工时间：2018年
58,8529,6天前,2室1厅1卫,建面68㎡,西向,中层(共8层),"普通住宅 | 板楼	",有电梯,2002年,满五唯一,70年商品房,精装修,早慈巷小区,暂无信息,容积率：暂无信息,"所在地址：东举院巷,近庙后街",绿化率：36%,所在区域：,停车位：暂无信息,竣工时间：2018年
138,16829,今天,2室1厅1卫,建面82㎡,南北向,中层(共6层),"普通住宅 | 板塔结合	",有电梯,2000年,满两年,70年商品房,简单装修,高科花园一期,"高新 - 科技一路 - 
科技路,近高新三路",容积率：2.00,"所在地址：科技路,近高新三路",绿化率：36%,所在区域：高新 - 科技一路,停车位：暂无信息,竣工时间：1998年
37,4111,今天,2室1厅2卫,建面90㎡,南北向,低层(共15层),"普通住宅 | 板塔结合	",有电梯,2011年,满五年,70年商品房,简单装修,泾渭明珠,"高陵 - 
长庆西路",容积率：3.50,所在地址：长庆西路,绿化率：38%,所在区域：高陵,停车位：地上102个。,竣工时间：2018年
400,25806,今天,4室2厅2卫,建面155㎡,南北向,低层(共7层),"普通住宅 | 板塔结合	",无电梯,2000年,满两年,70年商品房,豪华装修,阳光公寓,"高新 - 高新路 - 
科技路附28号",容积率：暂无信息,所在地址：科技路附28号,绿化率：30%,所在区域：高新 - 高新路,停车位：小区内部可停车,竣工时间：1999年
62,4881,今天,3室2厅2卫,建面127㎡,南向,低层(共15层),"普通住宅 | 板塔结合	",有电梯,2011年,满五年,70年商品房,精装修,泾渭明珠,"高陵 - 
长庆西路",容积率：3.50,所在地址：长庆西路,绿化率：38%,所在区域：高陵,停车位：地上102个。,竣工时间：2018年
140,26415,今天,1室1厅1卫,建面53㎡,南向,高层(共7层),"普通住宅 | 板塔结合	",无电梯,2000年,满两年,70年商品房,简单装修,泰祥花园,"高新 - 高新路 - 
大通巷,近科技一路",容积率：2.30,"所在地址：大通巷,近科技一路",绿化率：35%,所在区域：高新 - 高新路,停车位：90,竣工时间：1998年
150,16122,今天,3室1厅1卫,建面93㎡,东北向,中层(共26层),"普通住宅 | 板塔结合	",有电梯,2006年,满两年,70年商品房,精装修,高新枫尚,"高新 - 高新路 - 
高新路7号",容积率：6.79,所在地址：高新路7号,绿化率：31%,所在区域：高新 - 高新路,停车位：400,竣工时间：2018年
236,22056,今天,3室1厅1卫,建面107㎡,东南向,中层(共23层),"普通住宅 | 板塔结合	",有电梯,2002年,满两年,70年商品房,精装修,枫叶高层,"高新 - 高新路 - 
高新路45号",容积率：3.20,所在地址：高新路45号,绿化率：30%,所在区域：高新 - 高新路,停车位：路上地下均有车位,竣工时间：2018年
240,22857,今天,3室2厅1卫,建面105㎡,南北向,低层(共7层),"普通住宅 | 板塔结合	",有电梯,2000年,满两年,70年商品房,精装修,皇家花园,"高新 - 高新路 - 
高新路,近敦义路",容积率：1.80,"所在地址：高新路,近敦义路",绿化率：32%,所在区域：高新 - 高新路,停车位：停车位充足,竣工时间：2018年
285,22440,6天前,3室2厅2卫,建面127㎡,南向,中层(共33层),"普通住宅 | 板楼	",有电梯,2014年,满五唯一,70年商品房,精装修,中海东郡,"曲江新区 - 芙蓉东路 - 
芙蓉东路69号",容积率：2.70,所在地址：芙蓉东路69号,绿化率：35%,所在区域：曲江新区 - 芙蓉东路,停车位：1100,竣工时间：2018年
320,21052,6天前,4室2厅2卫,建面152㎡,南北向,高层(共34层),"普通住宅 | 板楼	",有电梯,2012年,满五唯一,70年商品房,豪华装修,曲江华著中城,"曲江新区 - 雁展路 - 
雁曲四路499号",容积率：2.70,所在地址：雁曲四路499号,绿化率：41%,所在区域：曲江新区 - 雁展路,停车位：6260,竣工时间：2018年
115,12777,6天前,2室2厅1卫,建面90㎡,南北向,中层(共33层),"普通住宅 | 板楼	",有电梯,2016年,满五唯一,70年商品房,豪华装修,万科金域未央,"未央 - 凤城九路 - 
凤城十路,近开元路",容积率：4.86,"所在地址：凤城十路,近开元路",绿化率：40.51%,所在区域：未央 - 凤城九路,停车位：暂无信息,竣工时间：2018年
88,17600,6天前,2室1厅1卫,建面50㎡,南北向,中层(共26层),"普通住宅 | 板楼	",有电梯,2018年,满五年,70年商品房,精装修,金辉世界城B区,"曲江新区 - 芙蓉西路 - 
金泘沱一路409号",容积率：暂无信息,所在地址：金泘沱一路409号,绿化率：暂无信息,所在区域：曲江新区 - 芙蓉西路,停车位：暂无信息,竣工时间：暂无信息
55,6250,7天前,2室2厅1卫,建面88㎡,南向,高层(共32层),"普通住宅 | 板楼	",有电梯,2013年,满二唯一,70年商品房,毛坯,聚福园,"新城 - 韩森寨 - 
韩森路",容积率：3.10,所在地址：韩森路,绿化率：38%,所在区域：新城 - 韩森寨,停车位：地下车位约300多个,竣工时间：2018年
